Date,Product,Region,Sales
2023-10-11,Product A,West,240
2023-10-11,Product B,North,857
2023-10-11,Product B,South,996
2023-10-11,Product B,East,192
2023-10-11,Product B,West,338
2023-10-11,Product C,North,304
2023-10-11,Product C,South,659
2023-10-11,Product C,East,532
2023-10-11,Product C,West,344
2023-10-11,Product D,North,931
2023-10-11,Product D,South,416
2023-10-11,Product D,East,394
2023-10-11,Product D,West,739
2023-10-11,Product E,North,955
2023-10-11,Product E,South,381
2023-10-11,Product E,East,116
2023-10-11,Product E,West,170
2023-10-12,Product A,North,368
2023-10-12,Product A,South,424
2023-10-12,Product A,East,893
2023-10-12,Product A,West,404
2023-10-12,Product B,North,550
2023-10-12,Product B,South,106
2023-10-12,Product B,East,413
2023-10-12,Product B,West,916
2023-10-12,Product C,North,202
2023-10-12,Product C,South,920
2023-10-12,Product C,East,292
2023-10-12,Product C,West,852
2023-10-12,Product D,North,673
2023-10-12,Product D,South,628
2023-10-12,Product D,East,270
2023-10-12,Product D,West,636
2023-10-12,Product E,North,350
2023-10-12,Product E,South,864
2023-10-12,Product E,East,486
2023-10-12,Product E,West,306
2023-10-13,Product A,North,640
2023-10-13,Product A,South,728
2023-10-13,Product A,East,515
2023-10-13,Product A,West,893
2023-10-13,Product B,North,479
2023-10-13,Product B,South,243
2023-10-13,Product B,East,124
2023-10-13,Product B,West,921
2023-10-13,Product C,North,767
2023-10-13,Product C,South,172
2023-10-13,Product C,East,731
2023-10-13,Product C,West,923
2023-10-13,Product D,North,932
2023-10-13,Product D,South,192
2023-10-13,Product D,East,604
2023-10-13,Product D,West,697
2023-10-13,Product E,North,435
2023-10-13,Product E,South,524
2023-10-13,Product E,East,598
2023-10-13,Product E,West,463
2023-10-14,Product A,North,729
2023-10-14,Product A,South,844
2023-10-14,Product A,East,298
2023-10-14,Product A,West,817
2023-10-14,Product B,North,512
2023-10-14,Product B,South,438
2023-10-14,Product B,East,758
2023-10-14,Product B,West,528
2023-10-14,Product C,North,882
2023-10-14,Product C,South,998
2023-10-14,Product C,East,238
2023-10-14,Product C,West,792
2023-10-14,Product D,North,641
2023-10-14,Product D,South,156
2023-10-14,Product D,East,331
2023-10-14,Product D,West,757
2023-10-14,Product E,North,534
2023-10-14,Product E,South,483
2023-10-14,Product E,East,659
2023-10-14,Product E,West,293
2023-10-15,Product A,North,835
2023-10-15,Product A,South,747
2023-10-15,Product A,East,633
2023-10-15,Product A,West,617
2023-10-15,Product B,North,815
2023-10-15,Product B,South,850
2023-10-15,Product B,East,284
2023-10-15,Product B,West,971
2023-10-15,Product C,North,391
2023-10-15,Product C,South,434
2023-10-15,Product C,East,831
2023-10-15,Product C,West,215
2023-10-15,Product D,North,924
2023-10-15,Product D,South,148
2023-10-15,Product D,East,784
2023-10-15,Product D,West,181
2023-10-15,Product E,North,933
2023-10-15,Product E,South,432
2023-10-15,Product E,East,656
2023-10-15,Product E,West,434
2023-10-16,Product A,North,631
2023-10-16,Product A,South,320
2023-10-16,Product A,East,734
2023-10-16,Product A,West,845
2023-10-16,Product B,North,832
2023-10-16,Product B,South,422
2023-10-16,Product B,East,950
2023-10-16,Product B,West,102
2023-10-16,Product C,North,793
2023-10-16,Product C,South,305
2023-10-16,Product C,East,931
2023-10-16,Product C,West,139
2023-10-16,Product D,North,158
2023-10-16,Product D,South,673
2023-10-16,Product D,East,743
2023-10-16,Product D,West,606
2023-10-16,Product E,North,671
2023-10-16,Product E,South,983
2023-10-16,Product E,East,942
2023-10-16,Product E,West,221
2023-10-17,Product A,North,578
2023-10-17,Product A,South,718
2023-10-17,Product A,East,195
2023-10-17,Product A,West,958
2023-10-17,Product B,North,513
2023-10-17,Product B,South,334
2023-10-17,Product B,East,997
2023-10-17,Product B,West,161
2023-10-17,Product C,North,355
2023-10-17,Product C,South,660
2023-10-17,Product C,East,447
2023-10-17,Product C,West,770
2023-10-17,Product D,North,223
2023-10-17,Product D,South,581
2023-10-17,Product D,East,416
2023-10-17,Product D,West,603
2023-10-17,Product E,North,818
2023-10-17,Product E,South,147
2023-10-17,Product E,East,508
2023-10-17,Product E,West,235
2023-10-18,Product A,North,300
2023-10-18,Product A,South,349
2023-10-18,Product A,East,413
2023-10-18,Product A,West,968
2023-10-18,Product B,North,467
2023-10-18,Product B,South,528
2023-10-18,Product B,East,929
2023-10-18,Product B,West,906
2023-10-18,Product C,North,579
2023-10-18,Product C,South,413
2023-10-18,Product C,East,599
2023-10-18,Product C,West,820
2023-10-18,Product D,North,454
2023-10-18,Product D,South,584
2023-10-18,Product D,East,310
2023-10-18,Product D,West,803
2023-10-18,Product E,North,143
2023-10-18,Product E,South,640
2023-10-18,Product E,East,670
2023-10-18,Product E,West,682
2023-10-19,Product A,North,191
2023-10-19,Product A,South,364
2023-10-19,Product A,East,994
2023-10-19,Product A,West,319
2023-10-19,Product B,North,541
2023-10-19,Product B,South,500
2023-10-19,Product B,East,499
2023-10-19,Product B,West,826
2023-10-19,Product C,North,998
2023-10-19,Product C,South,888
2023-10-19,Product C,East,675
2023-10-19,Product C,West,957
2023-10-19,Product D,North,903
2023-10-19,Product D,South,589
2023-10-19,Product D,East,584
2023-10-19,Product D,West,856
2023-10-19,Product E,North,569
2023-10-19,Product E,South,673
2023-10-19,Product E,East,943
2023-10-19,Product E,West,781
2023-10-20,Product A,North,544
2023-10-20,Product A,South,368
2023-10-20,Product A,East,366
2023-10-20,Product A,West,153
2023-10-20,Product B,North,627
2023-10-20,Product B,South,619
2023-10-20,Product B,East,715
2023-10-20,Product B,West,158
2023-10-20,Product C,North,924
2023-10-20,Product C,South,139
2023-10-20,Product C,East,336
2023-10-20,Product C,West,485
2023-10-20,Product D,North,705
2023-10-20,Product D,South,833
2023-10-20,Product D,East,815
2023-10-20,Product D,West,749
2023-10-20,Product E,North,399
2023-10-20,Product E,South,494
2023-10-20,Product E,East,306
2023-10-20,Product E,West,435
2023-10-21,Product A,North,692
2023-10-21,Product A,South,829
2023-10-21,Product A,East,613
2023-10-21,Product A,West,277
2023-10-21,Product B,North,495
2023-10-21,Product B,South,470
2023-10-21,Product B,East,957
2023-10-21,Product B,West,890
2023-10-21,Product C,North,757
2023-10-21,Product C,South,417
2023-10-21,Product C,East,835
2023-10-21,Product C,West,468
2023-10-21,Product D,North,483
2023-10-21,Product D,South,161
2023-10-21,Product D,East,905
2023-10-21,Product D,West,604
2023-10-21,Product E,North,338
2023-10-21,Product E,South,294
2023-10-21,Product E,East,777
2023-10-21,Product E,West,321
2023-10-22,Product A,North,160
2023-10-22,Product A,South,228
2023-10-22,Product A,East,784
2023-10-22,Product A,West,255
2023-10-22,Product B,North,477
2023-10-22,Product B,South,721
2023-10-22,Product B,East,880
2023-10-22,Product B,West,967
2023-10-22,Product C,North,889
2023-10-22,Product C,South,685
2023-10-22,Product C,East,536
2023-10-22,Product C,West,306
2023-10-22,Product D,North,487
2023-10-22,Product D,South,579
2023-10-22,Product D,East,890
2023-10-22,Product D,West,986
2023-10-22,Product E,North,937
2023-10-22,Product E,South,439
2023-10-22,Product E,East,968
2023-10-22,Product E,West,439
2023-10-23,Product A,North,303
2023-10-23,Product A,South,260
2023-10-23,Product A,East,639
2023-10-23,Product A,West,491
2023-10-23,Product B,North,868
2023-10-23,Product B,South,776
2023-10-23,Product B,East,674
2023-10-23,Product B,West,633
2023-10-23,Product C,North,169
2023-10-23,Product C,South,992
2023-10-23,Product C,East,504
2023-10-23,Product C,West,707
2023-10-23,Product D,North,774
2023-10-23,Product D,South,690
2023-10-23,Product D,East,616
2023-10-23,Product D,West,927
2023-10-23,Product E,North,219
2023-10-23,Product E,South,913
2023-10-23,Product E,East,789
2023-10-23,Product E,West,787
2023-10-24,Product A,North,316
2023-10-24,Product A,South,155
2023-10-24,Product A,East,465
2023-10-24,Product A,West,798
2023-10-24,Product B,North,603
2023-10-24,Product B,South,843
2023-10-24,Product B,East,866
2023-10-24,Product B,West,554
2023-10-24,Product C,North,203
2023-10-24,Product C,South,176
2023-10-24,Product C,East,329
2023-10-24,Product C,West,357
2023-10-24,Product D,North,363
2023-10-24,Product D,South,430
2023-10-24,Product D,East,281
2023-10-24,Product D,West,992
2023-10-24,Product E,North,867
2023-10-24,Product E,South,649
2023-10-24,Product E,East,787
2023-10-24,Product E,West,126
2023-10-25,Product A,North,375
2023-10-25,Product A,South,751
2023-10-25,Product A,East,398
2023-10-25,Product A,West,898
2023-10-25,Product B,North,190
2023-10-25,Product B,South,579
2023-10-25,Product B,East,672
2023-10-25,Product B,West,557
2023-10-25,Product C,North,550
2023-10-25,Product C,South,464
2023-10-25,Product C,East,958
2023-10-25,Product C,West,774
2023-10-25,Product D,North,450
2023-10-25,Product D,South,754
2023-10-25,Product D,East,499
2023-10-25,Product D,West,352
2023-10-25,Product E,North,880
2023-10-25,Product E,South,980
2023-10-25,Product E,East,902
2023-10-25,Product E,West,558
2023-10-26,Product A,North,798
2023-10-26,Product A,South,598
2023-10-26,Product A,East,607
2023-10-26,Product A,West,403
2023-10-26,Product B,North,600
2023-10-26,Product B,South,902
2023-10-26,Product B,East,697
2023-10-26,Product B,West,265
2023-10-26,Product C,North,514
2023-10-26,Product C,South,561
2023-10-26,Product C,East,213
2023-10-26,Product C,West,532
2023-10-26,Product D,North,455
2023-10-26,Product D,South,794
2023-10-26,Product D,East,306
2023-10-26,Product D,West,867
2023-10-26,Product E,North,334
2023-10-26,Product E,South,541
2023-10-26,Product E,East,454
2023-10-26,Product E,West,614
2023-10-27,Product A,North,307
2023-10-27,Product A,South,808
2023-10-27,Product A,East,952
2023-10-27,Product A,West,224
2023-10-27,Product B,North,237
2023-10-27,Product B,South,438
2023-10-27,Product B,East,636
2023-10-27,Product B,West,167
2023-10-27,Product C,North,672
2023-10-27,Product C,South,640
2023-10-27,Product C,East,482
2023-10-27,Product C,West,118
2023-10-27,Product D,North,782
2023-10-27,Product D,South,549
2023-10-27,Product D,East,173
2023-10-27,Product D,West,672
2023-10-27,Product E,North,764
2023-10-27,Product E,South,375
2023-10-27,Product E,East,147
2023-10-27,Product E,West,310
2023-10-28,Product A,North,954
2023-10-28,Product A,South,750
2023-10-28,Product A,East,721
2023-10-28,Product A,West,794
2023-10-28,Product B,North,639
2023-10-28,Product B,South,808
2023-10-28,Product B,East,290
2023-10-28,Product B,West,414
2023-10-28,Product C,North,662
2023-10-28,Product C,South,760
2023-10-28,Product C,East,879
2023-10-28,Product C,West,661
2023-10-28,Product D,North,999
2023-10-28,Product D,South,857
2023-10-28,Product D,East,212
2023-10-28,Product D,West,269
2023-10-28,Product E,North,567
2023-10-28,Product E,South,777
2023-10-28,Product E,East,113
2023-10-28,Product E,West,814
2023-10-29,Product A,North,387
2023-10-29,Product A,South,288
2023-10-29,Product A,East,254
2023-10-29,Product A,West,666
2023-10-29,Product B,North,793
2023-10-29,Product B,South,821
2023-10-29,Product B,East,987
2023-10-29,Product B,West,570
2023-10-29,Product C,North,174
2023-10-29,Product C,South,376
2023-10-29,Product C,East,744
2023-10-29,Product C,West,442
2023-10-29,Product D,North,524
2023-10-29,Product D,South,670
2023-10-29,Product D,East,610
2023-10-29,Product D,West,956
2023-10-29,Product E,North,281
2023-10-29,Product E,South,557
2023-10-29,Product E,East,950
2023-10-29,Product E,West,932
2023-10-30,Product A,North,163
2023-10-30,Product A,South,938
2023-10-30,Product A,East,359
2023-10-30,Product A,West,292
2023-10-30,Product B,North,754
2023-10-30,Product B,South,715
2023-10-30,Product B,East,505
2023-10-30,Product B,West,825
2023-10-30,Product C,North,853
2023-10-30,Product C,South,820
2023-10-30,Product C,East,192
2023-10-30,Product C,West,529
2023-10-30,Product D,North,753
2023-10-30,Product D,South,533
2023-10-30,Product D,East,503
2023-10-30,Product D,West,533
2023-10-30,Product E,North,211
2023-10-30,Product E,South,474
2023-10-30,Product E,East,158
2023-10-30,Product E,West,142
2023-10-31,Product A,North,306
2023-10-31,Product A,South,879
2023-10-31,Product A,East,395
2023-10-31,Product A,West,217
2023-10-31,Product B,North,631
2023-10-31,Product B,South,321
2023-10-31,Product B,East,265
2023-10-31,Product B,West,742
2023-10-31,Product C,North,255
2023-10-31,Product C,South,283
2023-10-31,Product C,East,189
2023-10-31,Product C,West,193
2023-10-31,Product D,North,112
2023-10-31,Product D,South,933
2023-10-31,Product D,East,904
2023-10-31,Product D,West,841
2023-10-31,Product E,North,933
2023-10-31,Product E,South,903
2023-10-31,Product E,East,537
2023-10-31,Product E,West,637
2023-11-01,Product A,North,686
2023-11-01,Product A,South,975
2023-11-01,Product A,East,910
2023-11-01,Product A,West,249
2023-11-01,Product B,North,759
2023-11-01,Product B,South,107
2023-11-01,Product B,East,128
2023-11-01,Product B,West,395
2023-11-01,Product C,North,820
2023-11-01,Product C,South,739
2023-11-01,Product C,East,439
2023-11-01,Product C,West,727
2023-11-01,Product D,North,538
2023-11-01,Product D,South,243
2023-11-01,Product D,East,929
2023-11-01,Product D,West,846
2023-11-01,Product E,North,618
2023-11-01,Product E,South,144
2023-11-01,Product E,East,338
2023-11-01,Product E,West,254
2023-11-02,Product A,North,280
2023-11-02,Product A,South,314
2023-11-02,Product A,East,187
2023-11-02,Product A,West,355
2023-11-02,Product B,North,610
2023-11-02,Product B,South,172
2023-11-02,Product B,East,278
2023-11-02,Product B,West,311
2023-11-02,Product C,North,904
2023-11-02,Product C,South,333
2023-11-02,Product C,East,564
2023-11-02,Product C,West,850
2023-11-02,Product D,North,322
2023-11-02,Product D,South,730
2023-11-02,Product D,East,924
2023-11-02,Product D,West,363
2023-11-02,Product E,North,306
2023-11-02,Product E,South,706
2023-11-02,Product E,East,984
2023-11-02,Product E,West,833
2023-11-03,Product A,North,465
2023-11-03,Product A,South,375
2023-11-03,Product A,East,479
2023-11-03,Product A,West,842
2023-11-03,Product B,North,408
2023-11-03,Product B,South,730
2023-11-03,Product B,East,367
2023-11-03,Product B,West,884
2023-11-03,Product C,North,163
2023-11-03,Product C,South,909
2023-11-03,Product C,East,449
2023-11-03,Product C,West,593
2023-11-03,Product D,North,622
2023-11-03,Product D,South,197
2023-11-03,Product D,East,170
2023-11-03,Product D,West,463
2023-11-03,Product E,North,669
2023-11-03,Product E,South,901
2023-11-03,Product E,East,862
2023-11-03,Product E,West,375
2023-11-04,Product A,North,149
2023-11-04,Product A,South,457
2023-11-04,Product A,East,827
2023-11-04,Product A,West,663
2023-11-04,Product B,North,882
2023-11-04,Product B,South,584
2023-11-04,Product B,East,183
2023-11-04,Product B,West,998
2023-11-04,Product C,North,904
2023-11-04,Product C,South,737
2023-11-04,Product C,East,907
2023-11-04,Product C,West,683
2023-11-04,Product D,North,395
2023-11-04,Product D,South,335
2023-11-04,Product D,East,155
2023-11-04,Product D,West,459
2023-11-04,Product E,North,209
2023-11-04,Product E,South,291
2023-11-04,Product E,East,192
2023-11-04,Product E,West,961
2023-11-05,Product A,North,667
2023-11-05,Product A,South,159
2023-11-05,Product A,East,749
2023-11-05,Product A,West,138
2023-11-05,Product B,North,639
2023-11-05,Product B,South,148
2023-11-05,Product B,East,519
2023-11-05,Product B,West,736
2023-11-05,Product C,North,112
2023-11-05,Product C,South,135
2023-11-05,Product C,East,200
2023-11-05,Product C,West,893
2023-11-05,Product D,North,185
2023-11-05,Product D,South,615
2023-11-05,Product D,East,322
2023-11-05,Product D,West,437
2023-11-05,Product E,North,265
2023-11-05,Product E,South,482
2023-11-05,Product E,East,955
2023-11-05,Product E,West,994
2023-11-06,Product A,North,475
2023-11-06,Product A,South,570
2023-11-06,Product A,East,889
2023-11-06,Product A,West,741
2023-11-06,Product B,North,130
2023-11-06,Product B,South,474
2023-11-06,Product B,East,110
2023-11-06,Product B,West,401
2023-11-06,Product C,North,195
2023-11-06,Product C,South,289
2023-11-06,Product C,East,552
2023-11-06,Product C,West,291
2023-11-06,Product D,North,585
2023-11-06,Product D,South,365
2023-11-06,Product D,East,523
2023-11-06,Product D,West,227
2023-11-06,Product E,North,337
2023-11-06,Product E,South,454
2023-11-06,Product E,East,211
2023-11-06,Product E,West,927
2023-11-07,Product A,North,545
2023-11-07,Product A,South,442
2023-11-07,Product A,East,244
2023-11-07,Product A,West,164
2023-11-07,Product B,North,346
2023-11-07,Product B,South,834
2023-11-07,Product B,East,589
2023-11-07,Product B,West,924
2023-11-07,Product C,North,538
2023-11-07,Product C,South,205
2023-11-07,Product C,East,280
2023-11-07,Product C,West,283
2023-11-07,Product D,North,325
2023-11-07,Product D,South,876
2023-11-07,Product D,East,889
2023-11-07,Product D,West,188
2023-11-07,Product E,North,787
2023-11-07,Product E,South,629
2023-11-07,Product E,East,470
2023-11-07,Product E,West,498
2023-11-08,Product A,North,205
2023-11-08,Product A,South,370
2023-11-08,Product A,East,930
2023-11-08,Product A,West,602
2023-11-08,Product B,North,778
2023-11-08,Product B,South,624
2023-11-08,Product B,East,948
2023-11-08,Product B,West,131
2023-11-08,Product C,North,492
2023-11-08,Product C,South,139
2023-11-08,Product C,East,759
2023-11-08,Product C,West,317
2023-11-08,Product D,North,830
2023-11-08,Product D,South,181
2023-11-08,Product D,East,944
2023-11-08,Product D,West,819
2023-11-08,Product E,North,300
2023-11-08,Product E,South,546
2023-11-08,Product E,East,943
2023-11-08,Product E,West,527
2023-11-09,Product A,North,137
2023-11-09,Product A,South,310
2023-11-09,Product A,East,543
2023-11-09,Product A,West,426
2023-11-09,Product B,North,860
2023-11-09,Product B,South,326
2023-11-09,Product B,East,147
2023-11-09,Product B,West,117
2023-11-09,Product C,North,538
2023-11-09,Product C,South,906
2023-11-09,Product C,East,807
2023-11-09,Product C,West,286
2023-11-09,Product D,North,444
2023-11-09,Product D,South,323
2023-11-09,Product D,East,929
2023-11-09,Product D,West,587
2023-11-09,Product E,North,976
2023-11-09,Product E,South,948
2023-11-09,Product E,East,328
2023-11-09,Product E,West,489
2023-11-10,Product A,North,688
2023-11-10,Product A,South,287
2023-11-10,Product A,East,957
2023-11-10,Product A,West,369
2023-11-10,Product B,North,706
2023-11-10,Product B,South,409
2023-11-10,Product B,East,231
2023-11-10,Product B,West,650
2023-11-10,Product C,North,171
2023-11-10,Product C,South,892
2023-11-10,Product C,East,944
2023-11-10,Product C,West,771
2023-11-10,Product D,North,286
2023-11-10,Product D,South,585
2023-11-10,Product D,East,290
2023-11-10,Product D,West,521
2023-11-10,Product E,North,219
2023-11-10,Product E,South,319
2023-11-10,Product E,East,152
2023-11-10,Product E,West,833
2023-11-11,Product A,North,550
2023-11-11,Product A,South,511
2023-11-11,Product A,East,742
2023-11-11,Product A,West,336
2023-11-11,Product B,North,857
2023-11-11,Product B,South,837
2023-11-11,Product B,East,819
2023-11-11,Product B,West,505
2023-11-11,Product C,North,707
2023-11-11,Product C,South,521
2023-11-11,Product C,East,811
2023-11-11,Product C,West,346
2023-11-11,Product D,North,171
2023-11-11,Product D,South,929
2023-11-11,Product D,East,284
2023-11-11,Product D,West,105
2023-11-11,Product E,North,305
2023-11-11,Product E,South,643
2023-11-11,Product E,East,710
2023-11-11,Product E,West,486
2023-11-12,Product A,North,867
2023-11-12,Product A,South,798
2023-11-12,Product A,East,175
2023-11-12,Product A,West,276
2023-11-12,Product B,North,926
2023-11-12,Product B,South,898
2023-11-12,Product B,East,448
2023-11-12,Product B,West,354
2023-11-12,Product C,North,936
2023-11-12,Product C,South,801
2023-11-12,Product C,East,407
2023-11-12,Product C,West,444
2023-11-12,Product D,North,226
2023-11-12,Product D,South,386
2023-11-12,Product D,East,865
2023-11-12,Product D,West,824
2023-11-12,Product E,North,861
2023-11-12,Product E,South,695
2023-11-12,Product E,East,586
2023-11-12,Product E,West,482
2023-11-13,Product A,North,505
2023-11-13,Product A,South,487
2023-11-13,Product A,East,624
2023-11-13,Product A,West,656
2023-11-13,Product B,North,738
2023-11-13,Product B,South,725
2023-11-13,Product B,East,375
2023-11-13,Product B,West,599
2023-11-13,Product C,North,816
2023-11-13,Product C,South,436
2023-11-13,Product C,East,580
2023-11-13,Product C,West,996
2023-11-13,Product D,North,372
2023-11-13,Product D,South,157
2023-11-13,Product D,East,427
2023-11-13,Product D,West,830
2023-11-13,Product E,North,208
2023-11-13,Product E,South,378
2023-11-13,Product E,East,785
2023-11-13,Product E,West,427
2023-11-14,Product A,North,875
2023-11-14,Product A,South,414
2023-11-14,Product A,East,573
2023-11-14,Product A,West,210
2023-11-14,Product B,North,798
2023-11-14,Product B,South,880
2023-11-14,Product B,East,328
2023-11-14,Product B,West,596
2023-11-14,Product C,North,255
2023-11-14,Product C,South,572
2023-11-14,Product C,East,800
2023-11-14,Product C,West,371
2023-11-14,Product D,North,986
2023-11-14,Product D,South,101
2023-11-14,Product D,East,857
2023-11-14,Product D,West,821
2023-11-14,Product E,North,610
2023-11-14,Product E,South,385
2023-11-14,Product E,East,970
2023-11-14,Product E,West,112
2023-11-15,Product A,North,707
2023-11-15,Product A,South,597
2023-11-15,Product A,East,832
2023-11-15,Product A,West,337
2023-11-15,Product B,North,193
2023-11-15,Product B,South,437
2023-11-15,Product B,East,880
2023-11-15,Product B,West,270
2023-11-15,Product C,North,705
2023-11-15,Product C,South,760
2023-11-15,Product C,East,723
2023-11-15,Product C,West,666
2023-11-15,Product D,North,948
2023-11-15,Product D,South,566
2023-11-15,Product D,East,727
2023-11-15,Product D,West,242
2023-11-15,Product E,North,300
2023-11-15,Product E,South,279
2023-11-15,Product E,East,813
2023-11-15,Product E,West,463
2023-11-16,Product A,North,578
2023-11-16,Product A,South,664
2023-11-16,Product A,East,570
2023-11-16,Product A,West,483
2023-11-16,Product B,North,791
2023-11-16,Product B,South,516
2023-11-16,Product B,East,924
2023-11-16,Product B,West,407
2023-11-16,Product C,North,748
2023-11-16,Product C,South,793
2023-11-16,Product C,East,466
2023-11-16,Product C,West,100
2023-11-16,Product D,North,143
2023-11-16,Product D,South,838
2023-11-16,Product D,East,942
2023-11-16,Product D,West,197
2023-11-16,Product E,North,819
2023-11-16,Product E,South,364
2023-11-16,Product E,East,899
2023-11-16,Product E,West,882
2023-11-17,Product A,North,239
2023-11-17,Product A,South,580
2023-11-17,Product A,East,336
2023-11-17,Product A,West,171
2023-11-17,Product B,North,766
2023-11-17,Product B,South,289
2023-11-17,Product B,East,367
2023-11-17,Product B,West,420
2023-11-17,Product C,North,206
2023-11-17,Product C,South,331
2023-11-17,Product C,East,141
2023-11-17,Product C,West,801
2023-11-17,Product D,North,982
2023-11-17,Product D,South,238
2023-11-17,Product D,East,714
2023-11-17,Product D,West,782
2023-11-17,Product E,North,962
2023-11-17,Product E,South,372
2023-11-17,Product E,East,580
2023-11-17,Product E,West,515
2023-11-18,Product A,North,605
2023-11-18,Product A,South,832
2023-11-18,Product A,East,824
2023-11-18,Product A,West,952
2023-11-18,Product B,North,523
2023-11-18,Product B,South,506
2023-11-18,Product B,East,667
2023-11-18,Product B,West,489
2023-11-18,Product C,North,441
2023-11-18,Product C,South,713
2023-11-18,Product C,East,592
2023-11-18,Product C,West,291
2023-11-18,Product D,North,598
2023-11-18,Product D,South,921
2023-11-18,Product D,East,811
2023-11-18,Product D,West,332
2023-11-18,Product E,North,326
2023-11-18,Product E,South,470
2023-11-18,Product E,East,238
2023-11-18,Product E,West,955
2023-11-19,Product A,North,916
2023-11-19,Product A,South,248
2023-11-19,Product A,East,214
2023-11-19,Product A,West,549
2023-11-19,Product B,North,162
2023-11-19,Product B,South,203
2023-11-19,Product B,East,950
2023-11-19,Product B,West,970
2023-11-19,Product C,North,767
2023-11-19,Product C,South,372
2023-11-19,Product C,East,105
2023-11-19,Product C,West,246
2023-11-19,Product D,North,283
2023-11-19,Product D,South,127
2023-11-19,Product D,East,649
2023-11-19,Product D,West,218
2023-11-19,Product E,North,392
2023-11-19,Product E,South,470
2023-11-19,Product E,East,343
2023-11-19,Product E,West,679
2023-11-20,Product A,North,825
2023-11-20,Product A,South,317
2023-11-20,Product A,East,276
2023-11-20,Product A,West,398
2023-11-20,Product B,North,775
2023-11-20,Product B,South,157
2023-11-20,Product B,East,368
2023-11-20,Product B,West,407
2023-11-20,Product C,North,669
2023-11-20,Product C,South,387
2023-11-20,Product C,East,204
2023-11-20,Product C,West,327
2023-11-20,Product D,North,346
2023-11-20,Product D,South,799
2023-11-20,Product D,East,593
2023-11-20,Product D,West,182
2023-11-20,Product E,North,285
2023-11-20,Product E,South,351
2023-11-20,Product E,East,454
2023-11-20,Product E,West,849
2023-11-21,Product A,North,971
2023-11-21,Product A,South,795
2023-11-21,Product A,East,895
2023-11-21,Product A,West,996
2023-11-21,Product B,North,309
2023-11-21,Product B,South,915
2023-11-21,Product B,East,907
2023-11-21,Product B,West,708
2023-11-21,Product C,North,546
2023-11-21,Product C,South,559
2023-11-21,Product C,East,571
2023-11-21,Product C,West,819
2023-11-21,Product D,North,469
2023-11-21,Product D,South,999
2023-11-21,Product D,East,591
2023-11-21,Product D,West,236
2023-11-21,Product E,North,466
2023-11-21,Product E,South,283
2023-11-21,Product E,East,687
2023-11-21,Product E,West,386
2023-11-22,Product A,North,571
2023-11-22,Product A,South,474
2023-11-22,Product A,East,753
2023-11-22,Product A,West,848
2023-11-22,Product B,North,636
2023-11-22,Product B,South,610
2023-11-22,Product B,East,901
2023-11-22,Product B,West,678
2023-11-22,Product C,North,349
2023-11-22,Product C,South,609
2023-11-22,Product C,East,729
2023-11-22,Product C,West,172
2023-11-22,Product D,North,381
2023-11-22,Product D,South,459
2023-11-22,Product D,East,109
2023-11-22,Product D,West,310
2023-11-22,Product E,North,934
2023-11-22,Product E,South,251
2023-11-22,Product E,East,104
2023-11-22,Product E,West,294
2023-11-23,Product A,North,382
2023-11-23,Product A,South,563
2023-11-23,Product A,East,212
2023-11-23,Product A,West,370
2023-11-23,Product B,North,262
2023-11-23,Product B,South,559
2023-11-23,Product B,East,204
2023-11-23,Product B,West,792
2023-11-23,Product C,North,655
2023-11-23,Product C,South,381
2023-11-23,Product C,East,786
2023-11-23,Product C,West,261
2023-11-23,Product D,North,450
2023-11-23,Product D,South,533
2023-11-23,Product D,East,951
2023-11-23,Product D,West,239
2023-11-23,Product E,North,570
2023-11-23,Product E,South,231
2023-11-23,Product E,East,186
2023-11-23,Product E,West,787
2023-11-24,Product A,North,282
2023-11-24,Product A,South,467
2023-11-24,Product A,East,228
2023-11-24,Product A,West,345
2023-11-24,Product B,North,700
2023-11-24,Product B,South,677
2023-11-24,Product B,East,769
2023-11-24,Product B,West,998
2023-11-24,Product C,North,477
2023-11-24,Product C,South,248
2023-11-24,Product C,East,951
2023-11-24,Product C,West,532
2023-11-24,Product D,North,727
2023-11-24,Product D,South,825
2023-11-24,Product D,East,568
2023-11-24,Product D,West,545
2023-11-24,Product E,North,580
2023-11-24,Product E,South,983
2023-11-24,Product E,East,393
2023-11-24,Product E,West,864
2023-11-25,Product A,North,242
2023-11-25,Product A,South,349
2023-11-25,Product A,East,977
2023-11-25,Product A,West,401
2023-11-25,Product B,North,124
2023-11-25,Product B,South,888
2023-11-25,Product B,East,988
2023-11-25,Product B,West,989
2023-11-25,Product C,North,169
2023-11-25,Product C,South,724
2023-11-25,Product C,East,974
2023-11-25,Product C,West,211
2023-11-25,Product D,North,463
2023-11-25,Product D,South,402
2023-11-25,Product D,East,570
2023-11-25,Product D,West,190
2023-11-25,Product E,North,629
2023-11-25,Product E,South,760
2023-11-25,Product E,East,838
2023-11-25,Product E,West,825
2023-11-26,Product A,North,971
2023-11-26,Product A,South,762
2023-11-26,Product A,East,291
2023-11-26,Product A,West,651
2023-11-26,Product B,North,341
2023-11-26,Product B,South,237
2023-11-26,Product B,East,444
2023-11-26,Product B,West,279
2023-11-26,Product C,North,811
2023-11-26,Product C,South,602
2023-11-26,Product C,East,302
2023-11-26,Product C,West,672
2023-11-26,Product D,North,291
2023-11-26,Product D,South,104
2023-11-26,Product D,East,989
